vo2,vco2,ve,va,vq_global,po2_art,so2_art,ph_art,pco2_art,mean_qt_1,mean_qt_2,log_sd_1,log_sd_2,qt_ratio,distance,solution,qt,shunt,fio2,hb,be,dead_space,po2_ven,pco2_ven
253.07497200834544,251.9387433416245,7.568816426603047,5.298171498622133,1.0596342997244266,93.0,97.00818435372194,7.384508796358195,42.514508718625486,0.8708631408557789,1.3115835481984688,0.34,0.365,0.81,3.3476386225277808,78.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.32965950058897,234.77282155299014,7.072309535818848,4.950616675073193,0.9901233350146388,87.0,96.33247332131506,7.380952178206215,43.102595584452885,0.9268585040370428,0.9576119864159709,0.465,0.61,0.375,3.131347103890506,79.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
250.4596738303345,241.73162779529278,7.205531056576083,5.043871739603258,1.0087743479206517,91.0,96.79226576154679,7.382197754002367,42.88215886258874,0.9967530121049328,1.347083808130628,0.425,0.35,0.005,1.4998562626094885,80.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.98893531918677,236.17838393835058,7.497715918471309,5.248401142929916,1.0496802285859832,86.0,96.21310282540277,7.381468247612604,43.03324040693487,0.971926158655965,0.3810973762525751,0.39,1.745,0.03,4.115169997798809,81.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.21211021878085,212.6779559933741,6.125919903614448,4.288143932530113,0.8576287865060227,87.0,96.27591911723822,7.375409523380311,43.96165521697884,0.877347733017105,0.5082105662624774,0.375,0.665,0.01,3.0002450437230856,82.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
247.143945043495,241.9467018481356,7.447335533324815,5.213134873327371,1.0426269746654742,88.0,96.46802732850409,7.382600310023173,42.84072659116676,0.8957626185177446,1.3855992551805332,0.435,0.71,0.135,2.3116909041711975,83.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.77537402175284,234.16746543090062,7.020070910208131,4.914049637145691,0.9828099274291382,87.0,96.33046568231607,7.380753807932247,43.129739337113016,0.9309932843495117,0.9561922155460022,0.505,0.495,0.455,3.123676299069494,84.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
247.2148692972631,236.17172157059764,6.989140272602848,4.892398190821993,0.9784796381643988,88.0,96.4534147055521,7.381101536262834,43.06688641792386,1.0815034096722793,0.40081552070133686,0.34,0.335,0.14,2.2069664603375747,85.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.79048819206633,239.6699878368338,7.580891867859338,5.3066243075015365,1.0613248615003072,88.0,96.46318472250474,7.382102859137683,42.92218717008527,0.797869923555951,1.5579117450681792,0.305,0.73,0.15,2.2719332068370304,86.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
248.81652750848477,243.86534805698972,7.486441474381119,5.240509032066783,1.0481018064133567,90.0,96.69404362365978,7.382920797060017,42.783500403827375,0.9118541347815942,1.6654802623089784,0.41,0.66,0.095,1.2164995961726248,87.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.56342493985733,236.86755521668096,7.210319118259683,5.047223382781778,1.0094446765563556,86.0,96.21500860381866,7.381650543538567,43.005942943449554,0.9309932843495117,0.5816762576584554,0.565,0.82,0.0,4.12166828258628,88.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
250.4998983973776,230.7720863521485,6.740411820212355,4.718288274148648,0.9436576548297294,91.0,96.76789291620373,7.379440325005403,43.30553106006209,0.9647425249465181,0.5211922821443334,0.355,0.32,0.005,1.2174921390048021,89.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
251.69312412509086,249.20056971232114,7.508197498988377,5.255738249291864,1.0511476498583727,92.0,96.90772393617571,7.383958123466653,42.60666056346453,1.0639955846492903,0.8618651522222304,0.305,0.87,0.06,2.4374976482870667,90.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
250.33288822913102,237.9345763169926,7.023345770823522,4.916342039576465,0.983268407915293,91.0,96.78394279036581,7.381253520173227,43.027547296771566,0.9997152021246702,0.06548910656823692,0.375,0.415,0.01,1.3948706965221864,91.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.83839794793667,226.13679932499372,9.003202871861914,6.30224201030334,1.260448402060668,87.0,96.31244740339902,7.378978805735835,43.42083520493423,0.8504327834128902,34.51333201245163,0.38,1.48,0.005,3.055393896021195,92.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
250.87540993339204,244.6575051287599,7.317564964824615,5.12229547537723,1.0244590950754462,91.0,96.79837340512826,7.382892396793177,42.7730678197372,1.068742143025569,0.7711015746719282,0.415,0.395,0.215,1.5828337167764743,93.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.27377262841534,240.90724774851287,7.304767538464909,5.113337276925436,1.0226674553850872,88.0,96.46609361393732,7.382401581028375,42.87560233879167,0.9491248734736316,1.0161653068846348,0.555,0.405,0.385,2.294399725534057,94.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.96671562467043,216.92426645999348,6.2677159935644,4.387401195495079,0.8774802390990158,87.0,96.28707459421427,7.376495450801007,43.793748247483336,0.9213740151469428,0.14832583362038612,0.345,0.755,0.015,3.0070816060453356,95.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.25322847514826,211.35671650463834,6.096406583580116,4.267484608506081,0.8534969217012162,87.0,96.27345782698228,7.375170411918086,44.00577296926715,0.8631448646242685,0.6320712598730185,0.4,0.415,0.015,3.0000055545238844,96.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.7821018660532,239.061501673428,7.287128113955961,5.100989679769173,1.0201979359538345,87.0,96.34393313987987,7.382086797382324,42.93269973210544,0.703332466793389,1.3331653814280293,0.43,0.47,0.79,3.18420003483572,97.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.21480268195324,231.00998150972066,7.223275735009379,5.056293014506565,1.0112586029013129,88.0,96.4421491556191,7.379950717848224,43.25442255701401,0.9254843287726542,0.7299110009970822,0.41,1.795,0.01,2.134452089762037,98.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
242.7966031717997,212.14385173310325,6.166895909029869,4.316827136320908,0.8633654272641816,86.0,96.1502178480569,7.3755090384484605,43.961214879130935,0.7266692787553521,1.1578942612306768,0.38,0.39,0.505,4.000188031280633,99.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
242.82012291097814,207.58000446925635,5.984320157897056,4.189024110527939,0.8378048221055877,86.0,96.1379882525902,7.374362553551087,44.14052237453356,0.8878236634704717,0.7474460054591892,0.44,0.325,0.67,4.002467556113921,100.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.07250013116177,235.34151714348644,7.088502226022404,4.961951558215683,0.9923903116431365,87.0,96.3341421469303,7.381117162358088,43.07885064846314,0.9505341506308934,0.46769096944137356,0.515,0.515,0.02,3.1382345558987113,101.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.65200875187955,215.71470352662806,6.32208144442656,4.425457011098592,0.8850914022197184,86.0,96.15893713655736,7.376328889711367,43.82774777575203,0.8466557929780011,2.657761227310336,0.42,0.355,0.025,4.003707135737875,102.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
247.0094245663283,238.235897183144,7.162205633146466,5.013543943202526,1.0027087886405053,88.0,96.4588369034924,7.381656876450309,42.98433962658212,0.9604578555876645,20.933135449014053,0.495,0.395,0.0,2.243115243167713,103.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
247.5599440363503,213.85951373533237,6.128445234771465,4.289911664340025,0.857982332868005,89.0,96.5142891962916,7.375481633477657,43.93764064289564,0.8878236634704717,0.6929740440037585,0.33,0.935,0.0,1.001942458137427,104.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.20644772854732,245.9747613800797,7.525253762828418,5.2676776339798925,1.0535355267959785,87.0,96.35998040534976,7.383682232707277,42.678845663273954,0.9533589856102953,1.2123956339517707,0.57,0.3,0.24,3.278025134353005,105.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.62113802053852,205.79696351811592,5.87165630060934,4.1101594104265375,0.8220318820853076,87.0,96.25871942924947,7.373742220699404,44.22713471524996,0.831714833735818,0.890462132944133,0.335,0.41,0.24,3.008586076360735,106.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
248.58751461907394,239.8800010722038,7.159574393659152,5.011702075561406,1.002340415112281,89.0,96.5754705890281,7.38191174360081,42.935616908366725,1.0041750012394395,0.33445016981172954,0.43,0.73,0.015,1.4604490288109366,107.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.58341110677927,211.70652551869082,6.079532995824736,4.255673097077315,0.851134619415463,88.0,96.39452827538913,7.3751301518666,44.00457348299555,0.9421097670534194,0.7943263782830812,0.335,0.385,0.79,2.0000052291798416,108.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
249.79945538226983,241.1225386289363,7.200466265815222,5.040326386070655,1.008065277214131,90.0,96.68666624243063,7.3821094291663885,42.89875498814206,0.9908549372669155,0.06836845855998896,0.44,0.82,0.0,1.1012450118579409,109.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
248.35557338255649,246.7629800475116,7.993773930845858,5.5956417515921,1.1191283503184202,89.0,96.5927245145426,7.3837481427493685,42.662805155885586,0.8799550697063558,2.0992355441006514,0.37,0.85,0.065,1.6697574827280075,110.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.313332837952,239.71103903113652,7.215344698592925,5.050741289015047,1.0101482578030094,88.0,96.4630681747314,7.382090896199443,42.922415758740684,0.9967530121049328,0.2713159252825866,0.475,0.565,0.025,2.2718247725144685,111.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.12330951717502,221.23938610281152,6.652575849036802,4.6568030943257614,0.9313606188651523,86.0,96.17437491839402,7.377785493392982,43.60635907259477,0.7676769145122203,2.0048676532781835,0.37,0.44,0.135,4.019322477698007,112.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.0122588719175,217.17984132787223,6.258368963664479,4.380858274565135,0.876171654913027,87.0,96.28768387413805,7.376554864470414,43.784152393971915,0.9351465102048093,0.07233389291332573,0.31,0.82,0.02,3.0077550081461184,113.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.24204844756972,230.54294196787203,6.910059517700277,4.8370416623901935,0.9674083324780387,86.0,96.19764059096526,7.379992944980979,43.25574659328072,0.9533589856102953,0.8085956897844896,0.42,0.75,0.18,4.068650038208405,114.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.27250800433578,232.32925194671807,6.933535816316927,4.853475071421848,0.9706950142843697,87.0,96.32623471224987,7.3803361473212705,43.197162798855864,0.8618651522222304,1.130730183974214,0.525,0.37,0.555,3.105567189989769,115.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
252.50122043093396,241.8478846326014,7.130113746275044,4.9910796223925304,0.998215924478506,93.0,96.98778144312388,7.382024265506179,42.89708935648382,1.0267742099799488,0.23425166197406908,0.34,0.56,0.005,3.196312232492514,116.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
252.64377388483936,251.36774794344632,7.551091008416715,5.2857637058917,1.05715274117834,93.0,97.00734421469859,7.384406116541259,42.53303588834131,1.0483254476480146,0.367765583873309,0.415,1.26,0.0,3.3394585945770565,117.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.1177369027747,211.999514917542,6.153353808320508,4.307347665824356,0.861469533164871,86.0,96.14950442434115,7.375442047463575,43.96943608273552,0.8466557929780011,0.8708631408557789,0.39,0.53,0.3,4.00011676742549,118.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.115944865556,210.08445756679137,6.120309204800502,4.284216443360351,0.8568432886720702,86.0,96.14448403730707,7.374971014905784,44.043776701015574,0.8097963067601075,0.9952752101233217,0.34,0.64,0.145,4.000239542771383,119.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
249.97568285312397,249.49403048040466,7.490458658586667,5.243321061010667,1.0486642122021332,90.0,96.70553249969721,7.384188364350334,42.579785500302606,1.0703290299898278,0.07744312107364869,0.395,1.245,0.015,1.4202144996973942,120.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
247.7761494057704,238.7198381738564,7.1669248131945125,5.016847369236158,1.0033694738472316,89.0,96.57352226514755,7.381705021249056,42.97339081236674,1.1578942612306768,0.667740509633588,0.43,0.345,0.605,1.4331526171810967,121.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
251.34009196749574,244.70933794840414,7.292397994524527,5.104678596167169,1.0209357192334338,92.0,96.89838344974524,7.382857054294547,42.7764967364274,1.2415215997505356,0.7245161330588537,0.325,0.315,0.615,2.344559710472909,122.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
252.7826483581137,247.3979527043447,7.485073150058546,5.239551205040982,1.0479102410081962,93.0,96.99921430039612,7.383414158597844,42.684432290011216,1.0071592482200025,4.5206442513920475,0.355,0.39,0.015,3.2757775259570256,123.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
253.43343702177242,253.3720282409629,7.7535290023904535,5.427470301673317,1.0854940603346634,93.0,97.01099148019578,7.384852110667697,42.461164341691024,1.0436695650601786,6.182474718965647,0.38,0.615,0.005,3.3716487336736636,124.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
252.23551133751164,237.4025215178584,6.96395467596286,4.874768273174002,0.9749536546348004,93.0,96.97879299041468,7.380935667908439,43.066041402359886,1.0056660177860413,0.8695719852137694,0.33,0.5,0.04,3.142018246622048,125.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.13531114343044,239.1252067171681,7.891963522638703,5.5243744658470915,1.1048748931694183,87.0,96.34438662878712,7.3821317773881985,42.927897813992345,0.9463125843119655,0.7485558263175607,0.36,1.55,0.035,3.185812784399358,126.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.34257059281708,237.20513319231492,7.249347313823385,5.0745431196763695,1.0149086239352738,86.0,96.2161591354312,7.381760645830741,42.990885862440244,0.9690463085136708,0.8891419195225196,0.42,0.705,0.56,4.125325604436935,127.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.80197381438717,242.64773537440192,7.416040541920695,5.191228379344486,1.0382456758688974,86.0,96.22889634431138,7.382982028881112,42.79353333059284,1.0514409026712224,0.7342558042039449,0.38,0.895,0.155,4.1779853786712104,128.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.45767009115113,245.45606018266142,7.6467042930100915,5.352693005107064,1.0705386010214126,87.0,96.3595963935856,7.383643963150663,42.691280956695465,0.9547745496510668,1.0863280716748431,0.51,0.96,0.065,3.273033078706651,129.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.99533730909044,238.00921893656658,7.154981534757895,5.008487074330526,1.0016974148661053,87.0,96.3399632653044,7.381693302077885,42.98368636693926,0.8219009629034152,1.1544633812988332,0.535,0.415,1.0,3.167474293620253,130.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.89866625099188,237.06587158629412,8.342027832173533,5.839419482521473,1.1678838965042946,86.0,96.21704238775371,7.381845195368911,42.98653313947987,0.7943263782830812,7.542371080313854,0.34,0.355,0.06,4.126392501613551,131.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
247.72198930324566,231.6946471947009,6.911412966709008,4.837989076696306,0.9675978153392609,89.0,96.55696743205002,7.379953748195488,43.24348041991328,0.820682399370708,1.1173880629470125,0.325,0.52,0.51,1.2539225953202147,132.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.4981917527757,239.39546860449852,7.2786487566868265,5.095054129680778,1.0190108259361557,86.0,96.22066942400228,7.382192622584668,42.916207388635385,0.9864542959776644,0.6181594278442163,0.53,0.655,0.08,4.144225672480751,133.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
251.00855245589457,248.97542907870402,7.515431594163048,5.260802115914133,1.0521604231828268,91.0,96.80780824371493,7.383968357375283,42.608393549084646,1.2751255127937209,0.7563708502797372,0.395,0.335,0.84,1.7136418862262992,134.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.5029202763557,222.4446629360475,6.56105757464231,4.5927403022496165,0.9185480604499233,87.0,96.3017801996016,7.377932469225634,43.574176855828455,0.8219009629034152,1.3057584687651211,0.43,0.44,0.215,3.0300701889745296,135.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.48367556765226,220.02085995229237,6.504043824767156,4.552830677337009,0.9105661354674017,87.0,96.29566139809039,7.377333781922625,43.66780197365551,0.8554949938461426,1.9578336695664516,0.42,0.59,0.03,3.0183365499405754,136.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.95670893547265,223.75824081473075,6.625836069964323,4.638085248975026,0.9276170497950051,86.0,96.17996478809474,7.378314510259351,43.5168590280655,0.8917843066416488,0.8970926624686381,0.425,0.565,0.525,4.029072498573563,137.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.44896941166562,213.85467210525456,6.174023853934708,4.321816697754295,0.8643633395508591,88.0,96.3991108334564,7.375590970017983,43.92685923745439,0.8786504342249992,0.9200079712736329,0.34,0.93,0.01,2.0013369459303334,138.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.89748470868682,222.95732558554846,7.0905753677474435,4.96340275742321,0.9926805514846422,86.0,96.17840894645933,7.378167182251929,43.54358061800136,0.8657099926675519,1.510118704146847,0.42,1.58,0.01,4.025955619758372,139.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.1848337329015,220.5748579088546,6.500968268442926,4.550677787910048,0.9101355575820096,86.0,96.17227941810782,7.377587397500561,43.634829377133904,0.854226623265055,0.9254843287726542,0.535,0.38,0.815,4.016634111268341,140.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.74922414479536,219.42070706586526,6.560494505607158,4.5923461539250106,0.9184692307850023,87.0,96.29392221444313,7.37716381233191,43.6928074525479,0.9227420873460086,0.18311220920650825,0.315,1.92,0.015,3.0156868639184187,141.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
254.01787679724848,250.39458087605482,7.44875489242906,5.214128424700341,1.042825684940068,94.0,97.09628839910256,7.3840231923747695,42.58273167488725,1.083109244787709,0.820682399370708,0.34,0.47,0.07,4.243659918674905,142.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.99626923339528,222.1491389088559,7.0968665368331525,4.967806575783206,0.9935613151566411,88.0,96.42066036509425,7.3777666840365415,43.59506788916826,0.8812616423332172,23.052515214501774,0.39,0.415,0.005,2.040580803198601,143.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
249.98036278506265,243.82567954372192,7.312733433794657,5.11891340365626,1.023782680731252,91.0,96.79731246903829,7.382771627179396,42.797852854546676,1.0011995966838028,6.200848041832383,0.45,1.55,0.0,1.5637000221658806,144.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
247.33933832715599,229.21949621387478,6.734912066682739,4.714438446677917,0.9428876893355836,89.0,96.5512549337593,7.379351608468473,43.33775284752459,1.1459305910365682,0.7654022618014105,0.325,0.43,0.765,1.199404556837178,145.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.74232987042495,235.77038223649183,7.194337419639559,5.036036193747691,1.0072072387495383,86.0,96.21200641650945,7.381363417184308,43.049156182127454,0.9064584310686554,1.132409111862248,0.525,0.765,0.08,4.11146007714856,146.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.324442179402,238.06161388860085,7.230168777096592,5.061118143967614,1.0122236287935231,86.0,96.21734890790404,7.38187454216933,42.96614153415498,0.9172819564798259,1.3430923531605388,0.555,0.39,0.1,4.131448090851369,147.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.11035418656581,240.0920185932403,7.3492420539671555,5.144469437777008,1.0288938875554017,86.0,96.22294771134659,7.382411043617239,42.88590901987732,0.9590338653864772,0.9309932843495117,0.48,0.645,0.805,4.152252245708432,148.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.05212270742314,224.1835163834832,9.548058923466089,6.683641246426262,1.336728249285252,88.0,96.42703251973525,7.378412809845683,43.50474833646169,0.8403980489708371,43.18040601094135,0.305,1.445,0.005,2.0604063216359694,149.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.19165589193847,209.71951658800805,6.681169336296005,4.676818535407203,0.9353637070814406,86.0,96.14402280856365,7.374927774400488,44.054071933367645,0.815826185091997,1.4000650986093115,0.32,1.58,0.01,4.00036545505259,150.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.4953474769743,243.52231011534613,7.388921528412747,5.172245069888922,1.0344490139777849,88.0,96.47223073136314,7.38303271203453,42.77729657336477,0.8970926624686381,1.5718426547978965,0.515,0.33,0.27,2.344142416643137,151.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.032425491261,228.4484455908128,6.756312314177921,4.7294186199245445,0.9458837239849089,88.0,96.43565411342745,7.379289054303061,43.355157145948866,0.9590338653864772,0.8097963067601075,0.41,0.6,0.2,2.101385806181438,152.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
249.88588629656334,249.0120348666178,7.546684952120427,5.282679466484298,1.0565358932968596,90.0,96.70461022048168,7.384086428036691,42.59666794629177,1.0176741268460727,0.31799687292412077,0.48,0.895,0.0,1.4033320537082332,153.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
247.06056607872569,242.11030030351495,7.293840384834094,5.105688269383865,1.0211376538767731,88.0,96.46820309566921,7.382618379690284,42.83630885715361,1.3430923531605388,0.6434258138004739,0.345,0.36,0.74,2.313909478769456,154.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.66168199248182,230.4173467485935,6.794991036782296,4.756493725747607,0.9512987451495214,87.0,96.3209432546313,7.379814547069482,43.27451621415704,0.9791632828998674,0.10591192572788583,0.395,0.8,0.02,3.0864748052626374,155.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
